,"Object_Type","Combat_Role","Mass","Moment_Of_Inertia","Maneuver_Yaw","Maneuver_Pitch","Maneuver_Roll","Yaw_Governor","Pitch_Governor","Roll_Governor","Afterburner_Accel","Forward_Accel","Retro_Accel","Left_Accel","Right_Accel","Top_Accel","Bottom_Accel","Default_Speed_Governor","Afterburner_Speed_Governor","Afterburner_Type","Afterburner_Usage_Cost","Fuel_Capacity","Hull","Armor_Front_Top_Right","Armor_Front_Top_Left","Armor_Front_Bottom_Right","Armor_Front_Bottom_Left","Armor_Back_Top_Right","Armor_Back_Top_Left","Armor_Back_Bottom_Right","Armor_Back_Bottom_Left","Shield_Front_Top_Right","Shield_Back_Top_Left","Shield_Front_Bottom_Right","Shield_Front_Bottom_Left","Shield_Back_Top_Right","Shield_Front_Top_Left","Shield_Back_Bottom_Right","Shield_Back_Bottom_Left","Shield_Recharge","Shield_Leak","Shield_Efficiency","Reactor_Recharge","Primary_Capacitor","Warp_Capacitor","Jump_Drive_Present","Jump_Drive_Delay","Outsystem_Jump_Cost","Warp_Usage_Cost","Spec_Interdiction","ITTS","Radar_Color","Radar_Range","Tracking_Cone","Max_Cone","Lock_Cone","ECM_Rating","ECM_Resist","Ecm_Drain","Can_Cloak","Cloak_Min","Cloak_Rate","Cloak_Energy","Cloak_Glass","Repair_Droid","Activation_Accel","Activation_Speed","Hold_Volume","Upgrade_Storage_Volume","Upgrades","Prohibited_Upgrades","Sub_Units","Mounts","Dock","Cargo_Import","Cargo","Collide_Subunits","Tractorability"
"Admonisher.blank","Vessel","FIGHTER",220,220,2500,2500,2500,21,21,21,18000,15000,7500,7500,7500,7500,7500,240,300,1,4,22.92,700,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,25,"FALSE",1,200,120,0.1,"FALSE","FALSE",100000,0,0,0,0,0,0,,,,,0,0,,,250,1400,,"upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{;;;Light Medium Heavy;2.35;6;10.3;;;;;;;;;1;1}{;;;Light Medium Heavy;-2.35;6;10.3;;;;;;;;;1;1}{;;;Light Medium Heavy;-1.75;-10.5;9.5;;;;;;;;;1;1}{;;;Light Medium Heavy;1.75;-10.5;9.5;;;;;;;;;1;1}{;;;Light;8.1;-3.5;-1.65;;;;;;;;;1;1}{;;;Light;-8.1;-3.5;-1.65;;;;;;;;;1;1}{;;48;Light-Missile Medium-Missile;-0.300000;-0.100000;0.000000;;;;;;;;;1;1}{;;48;Light-Missile Medium-Missile;0.300000;-0.100000;0.000000;;;;;;;;;1;1}{;;300;Heavy-Missile;-0.000000;0.000000;0.000000;;;;;;;;;1;1}",,,,,"pPiI"
"Ancestor","Vessel","FIGHTER",112,112,2500,2500,2500,100,100,100,5250,4500,3000,1500,1500,1500,1500,300,350,1,4,3.25,120,25,25,25,25,25,25,25,25,300,220,,,,,,,30,0,,60,300,590,"TRUE",1,200,40,0.1,"FALSE","TRUE",300000000,5,180,10,0,0,0,,,,,,,,,175,400,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{Pugilist;;;Light Autotrack;1.75;1.5;-1;;;;;;;;;1;1}{Pugilist;;;Light Autotrack;-1.75;1.5;-1;;;;;;;;;1;1}{IonBeam;;;Light Medium;3.5;0;3.125;;;;;;;;;1;1}{IonBeam;;;Light Medium;-3.5;0;3.125;;;;;;;;;1;1}{ImageRecognition;4;48;light-missile medium-missile;-2.500000;-0.200000;-2.00000;;;;;;;;;1;1}{ImageRecognition;4;48;light-missile medium-missile;2.500000;-0.200000;-2.00000;;;;;;;;;1;1}",,,,,"pPiI"
"Ancestor.blank","Vessel","FIGHTER",52,52,2500,2500,2500,100,100,100,5250,4500,3000,1500,1500,1500,1500,300,350,1,4,3.25,120,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,25,"FALSE",1,200,120,0.1,"FALSE","FALSE",100000,0,0,0,0,0,0,,,,,,,,,10,400,,"upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{;;;Light Autotrack;1.75;1.5;-1;;;;;;;;;1;1}{;;;Light Autotrack;-1.75;1.5;-1;;;;;;;;;1;1}{;;;Light Medium;3.5;0;3.125;;;;;;;;;1;1}{;;;Light Medium;-3.5;0;3.125;;;;;;;;;1;1}{;4;48;light-missile medium-missile;-2.500000;-0.200000;-2.00000;;;;;;;;;1;1}{;4;48;light-missile medium-missile;2.500000;-0.200000;-2.00000;;;;;;;;;1;1}",,,,,"pPiI"
"Ariston","Vessel","FIGHTER",160,160,3000,3000,3000,40,40,40,9000,6750,4500,1800,1800,1800,1800,300,350,1,4,16.67,600,450,450,450,450,450,450,450,450,600,600,600,600,,,,,90,0,,248,1492,1360,"TRUE",1,200,60,0.1,"TRUE","TRUE",300000000,5,180,10,0,0,0,,,,,,,,,40,600,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{Photon_MKIII;3000;6;light medium autotracking;8;-3;10.85;;;;;;;;;1;1}{Photon_MKIII;3000;6;light medium autotracking;-8;-3;10.85;;;;;;;;;1;1}{Photon_MKIII;3000;6;light medium autotracking;6;-2.9;10.5;;;;;;;;;1;1}{Photon_MKIII;3000;6;light medium autotracking;-6;-2.9;10.5;;;;;;;;;1;1}{Photon_MKIII;3000;6;light medium autotracking;9;-1.65;-1;;;;;;;;;1;1}{Photon_MKIII;3000;6;light medium autotracking;-9;-1.65;-1;;;;;;;;;1;1}{Javelin;27;27;special-missile autotracking;8;-3;10.85;;;;;;;;;1;1}{Javelin;27;27;special-missile autotracking;-8;-3;10.85;;;;;;;;;1;1}{Javelin;27;27;special-missile autotracking;6;-2.9;10.5;;;;;;;;;1;1}{Javelin;27;27;special-missile autotracking;-6;-2.9;10.5;;;;;;;;;1;1}{Javelin;27;27;special-missile autotracking;9;-1.65;-1;;;;;;;;;1;1}{Javelin;27;27;special-missile autotracking;-9;-1.65;-1;;;;;;;;;1;1}{Javelin;27;27;special-missile autotracking;3.6;-1.6;1.2;;;;;;;;;1;1}{Javelin;27;27;special-missile autotracking;-3.6;-1.6;1.2;;;;;;;;;1;1}{Javelin;27;27;special-missile autotracking;3.6;1.6;1.2;;;;;;;;;1;1}{Javelin;27;27;special-missile autotracking;-3.6;1.6;1.2;;;;;;;;;1;1}{heatseeker;3;9;medium-missile autotracking;3.6;-1.6;1.200000;;;;;;;;;1;1}{heatseeker;3;9;medium-missile autotracking;-3.6;-1.6;1.200000;;;;;;;;;1;1}{porcupinemine;6;30;medium-missile autotracking;3.6;-1.6;1.200000;;;;;;;;;1;1}{porcupinemine;6;30;medium-missile autotracking;-3.6;-1.6;1.200000;;;;;;;;;1;1}",,,,,"pPiI"
"Ariston.blank","Vessel","FIGHTER",70,70,3000,3000,3000,40,40,40,9000,6750,4500,1800,1800,1800,1800,300,350,1,4,16.67,500,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,25,"FALSE",1,200,120,0.1,"FALSE","FALSE",100000,0,0,0,0,0,0,,,,,,,,,40,600,,"upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{;;;light medium autotracking;8;-3;10.85;;;;;;;;;1;1}{;;;light medium autotracking;-8;-3;10.85;;;;;;;;;1;1}{;;;light medium autotracking;6;-2.9;10.5;;;;;;;;;1;1}{;;;light medium autotracking;-6;-2.9;10.5;;;;;;;;;1;1}{;;;light medium autotracking;9;-1.65;-1;;;;;;;;;1;1}{;;;light medium autotracking;-9;-1.65;-1;;;;;;;;;1;1}{;27;27;special-missile autotracking;8;-3;10.85;;;;;;;;;1;1}{;27;27;special-missile autotracking;-8;-3;10.85;;;;;;;;;1;1}{;27;27;special-missile autotracking;6;-2.9;10.5;;;;;;;;;1;1}{;27;27;special-missile autotracking;-6;-2.9;10.5;;;;;;;;;1;1}{;27;27;special-missile autotracking;9;-1.65;-1;;;;;;;;;1;1}{;27;27;special-missile autotracking;-9;-1.65;-1;;;;;;;;;1;1}{;27;27;special-missile autotracking;3.6;-1.6;1.2;;;;;;;;;1;1}{;27;27;special-missile autotracking;-3.6;-1.6;1.2;;;;;;;;;1;1}{;27;27;special-missile autotracking;3.6;1.6;1.2;;;;;;;;;1;1}{;27;27;special-missile autotracking;-3.6;1.6;1.2;;;;;;;;;1;1}{;3;9;medium-missile autotracking;3.6;-1.6;1.200000;;;;;;;;;1;1}{;3;9;medium-missile autotracking;-3.6;-1.6;1.200000;;;;;;;;;1;1}{;6;30;medium-missile autotracking;3.6;-1.6;1.200000;;;;;;;;;1;1}{;6;30;medium-missile autotracking;-3.6;-1.6;1.200000;;;;;;;;;1;1}",,,,,"pPiI"
"Beholder","Vessel","FIGHTER",90,90,1659.6,1452.2,1659.6,360,360,360,45000,45000,45000,45000,45000,45000,45000,300,350,1,1,3.8,1000,500,500,500,500,500,500,500,500,10000,10000,10000,10000,,,,,20000,0,,26000,65000,32000,"TRUE",1,200,300,0.1,"FALSE","TRUE",300000000,3.14,180,10,0,0,0,,,,,,,,,5,667,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{UnknownHeavyBeam;;;Light autotracking;0;-0.5;13.0;;;;;;;;;1;1}",,,,,"pPiI"
"Beholder.blank","Vessel","FIGHTER",90,90,1659.6,1452.2,1659.6,360,360,360,45000,45000,45000,45000,45000,45000,45000,300,350,1,1,3.8,1000,500,500,500,500,500,500,500,500,10000,10000,10000,10000,,,,,20000,0,,26000,65000,32000,"TRUE",1,200,300,0.1,"FALSE","TRUE",300000000,3.14,180,10,0,0,0,,,,,,,,,5,667,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{UnknownHeavyBeam;;;Light autotracking;0;-0.5;13.0;;;;;;;;;1;1}",,,,,"pPiI"
"Convolution","Vessel","FIGHTER",80,80,2500,2500,2500,60,60,60,3200,3000,2250,750,750,750,750,300,350,1,4,5.17,165,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,600,600,600,600,,,,,45,0,,32,357,300,"TRUE",1,200,45,0.1,"TRUE","TRUE",300000000,5,180,10,0,0,0,,,,,,,,,25,275,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{DisruptorBeam;;;Light;-2.75800;-0.682000;0.628000;;;;;;;;;1;1}{DisruptorBeam;;;Light;3.94800;-1.03200;1.21200;;;;;;;;;1;1}{Dissonance;;;Medium;-4.40000e-2;1.22800;-0.508000;;;;;;;;;1;1}{Dissonance;;;Medium;-0.320000;-0.352000;4.16400;;;;;;;;;1;1}",,,,,"pPiI"
"Convolution.blank","Vessel","FIGHTER",40,40,2500,2500,2500,60,60,60,3200,3000,2250,750,750,750,750,300,350,1,4,5.17,165,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,25,"FALSE",1,200,120,0.1,"FALSE","FALSE",100000,0,0,0,0,0,0,,,,,,,,,15,275,,"upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{;;;Light;-2.75800;-0.682000;0.628000;;;;;;;;;1;1}{;;;Light;3.94800;-1.03200;1.21200;;;;;;;;;1;1}{;;;Medium;-4.40000e-2;1.22800;-0.508000;;;;;;;;;1;1}{;;;Medium;-0.320000;-0.352000;4.16400;;;;;;;;;1;1}{;20;5;special-missile;-3.00944e-2;0.757442;-1.86303;;;;;;;;;1;1}{;1;100;Light-missile medium-missile heavy-missile;1.65074;-0.522844;1.34526e-3;;;;;;;;;1;1}",,,,,"pPiI"
"Determinant","Vessel","FIGHTER",54,54,2500,2500,2500,90,90,90,3500,3200,2500,1000,1000,1000,1000,300,350,1,4,4.5,150,45,45,45,45,40,40,40,40,600,600,600,600,,,,,45,0,,32,357,300,"TRUE",1,200,45,0.1,"TRUE","TRUE",300000000,5,180,10,0,0,0,,,,,,,,,10,120,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{DisruptorBeam;;;Light;-0.598000;3.19962e-2;2.87600;;;;;;;;;1;1}{Dissonance;;;Light Medium Heavy;0.270000;-0.418006;3.63600;;;;;;;;;1;1}{FriendOrFoe;5;80;Light-missile Medium-missile;-1.50600;-0.154000;-1.83200;;;;;;;;;1;1}",,,,,"pPiI"
"Determinant.blank","Vessel","FIGHTER",30,30,2500,2500,2500,90,90,90,3500,3200,2500,1000,1000,1000,1000,300,350,1,4,4.5,150,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,25,"FALSE",1,200,120,0.1,"FALSE","FALSE",100000,0,0,0,0,0,0,,,,,,,,,20,120,,"upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{;;;Light;-0.598000;3.19962e-2;2.87600;;;;;;;;;1;1}{;;;Light Medium Heavy;0.270000;-0.418006;3.63600;;;;;;;;;1;1}{;5;80;Light-missile Medium-missile;-1.50600;-0.154000;-1.83200;;;;;;;;;1;1}",,,,,"pPiI"
"Dostoevsky","Vessel","FIGHTER",42,42,1300,1300,1300,45,45,45,3000,3000,2000,1000,1000,1000,1000,300,350,1,4,3.5,300,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,250,"TRUE",1,200,120,0.1,"FALSE","FALSE",300000000,5,180,10,0,0,0,,,,,0,0,,,150,125,"{armor03;;}{quadshield05;;}{add_spec_capacitor03;;}{capacitor04;;}{reactor05;;}{jump_drive;;}{skyscope3;;}{ecm_package01;;}","mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{EMPTorpedo;1;90;light-missile medium-missile heavy-missile;0;-.13;2;;;;;;;;;1;1}{Hephaestus-mini;15000;15;Light Medium Heavy Special autotracking;3.1;-0.13;2.35;;;0;0;1;0;1;0;1;1}{Hephaestus-mini;15000;15;Light Medium Heavy Special autotracking;-3.1;-0.13;2.35;;;0;0;1;0;1;0;1;1}",,,,,"pPiI"
"Dostoevsky.blank","Vessel","FIGHTER",22,22,1300,1300,1300,45,45,45,3000,3000,2000,1000,1000,1000,1000,300,350,1,4,3.5,250,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,25,"FALSE",1,200,120,0.1,"FALSE","FALSE",100000,0,0,0,0,0,0,,,,,0,0,,,20,125,,"upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{;4;1;light-missile medium-missile heavy-missile;0;-.13;2;;;;;;;;;1;1}{;;;Light Medium Heavy Special;3.1;-0.13;2.35;;;0;0;1;0;1;0;1;1}{;;;Light Medium Heavy Special;-3.1;-0.13;2.35;;;0;0;1;0;1;0;1;1}",,,,,"pPiI"
"Hammer","Vessel","FIGHTER",104,104,2500,2500,2500,48,48,48,4500,3000,3000,600,600,600,600,300,350,1,4,9.58,246,100,100,100,100,70,70,70,70,440,120,200,200,,,,,40,0,,80,800,200,"TRUE",1,200,100,0.1,"TRUE","TRUE",300000000,5,180,10,0,0,0,,,,,,,,,100,325,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{IonBeam;;;Light;3.76500;0.15400;19.31000;;;;;;;;;1;1}{IonBeam;;;Light;2.80800;0.15400;19.98000;;;;;;;;;1;1}{IonBeam;;;Light;3.76500;-0.15400;19.31000;;;;;;;;;1;1}{IonBeam;;;Light;2.80800;-0.15400;19.98000;;;;;;;;;1;1}{torpedo;1;100;heavy-missile;-12;0;6.5;;;;;;;;;1;1}{friendorfoe;1;16;medium-missile;-12;0.05;6.55;;;;;;;;;1;1}{friendorfoe;1;16;medium-missile;-12;-0.05;6.55;;;;;;;;;1;1}{friendorfoe;1;16;medium-missile;-12;-0.05;6.45;;;;;;;;;1;1}{friendorfoe;1;16;medium-missile;-12;0.05;6.45;;;;;;;;;1;1}",,,,,"pPiI"
"Hammer.blank","Vessel","FIGHTER",44,44,2500,2500,2500,48,48,48,4500,3000,3000,600,600,600,600,300,350,1,4,9.58,246,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,25,"FALSE",1,200,120,0.1,"FALSE","FALSE",100000,0,0,0,0,0,0,,,,,,,,,100,325,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{;;;Light;3.76500;0.15400;19.31000;;;;;;;;;1;1}{;;;Light;2.80800;0.15400;19.98000;;;;;;;;;1;1}{;;;Light;3.76500;-0.15400;19.31000;;;;;;;;;1;1}{;;;Light;2.80800;-0.15400;19.98000;;;;;;;;;1;1}{;1;100;heavy-missile;-12;0;6.5;;;;;;;;;1;1}{;1;16;medium-missile;-12;0.05;6.55;;;;;;;;;1;1}{;1;16;medium-missile;-12;-0.05;6.55;;;;;;;;;1;1}{;1;16;medium-missile;-12;-0.05;6.45;;;;;;;;;1;1}{;1;16;medium-missile;-12;0.05;6.45;;;;;;;;;1;1}",,,,,"pPiI"
"Hyena","Vessel","FIGHTER",144,144,2500,2500,2500,30,30,30,10500,9750,6000,1500,1500,1500,1500,300,350,1,4,3.77,132,44,44,44,44,44,44,44,44,180,120,120,120,,,,,23.5,0,,50,300,250,"TRUE",1,200,30,0.1,"FALSE","TRUE",300000000,5,180,10,0,0,0,,,,,,,,,200,450,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{MiniDriver;4000;20;Light Medium;-12.6;-16.5;4;;;;;;;;;1;1}{MiniDriver;4000;20;Light Medium;12.6;-16.5;4;;;;;;;;;1;1}{Pugilist;;;Light;-12.5;-1.5;-1;;;;;;;;;1;1}{Pugilist;;;Light;12.5;-1.5;-1;;;;;;;;;1;1}{friendorfoe;1;16;Special light-missile;0;-.23;4;;;;;;;;;1;1}",,,,,"pPiI"
"Hyena.blank","Vessel","FIGHTER",84,84,2500,2500,2500,30,30,30,10500,9750,6000,1500,1500,1500,1500,300,350,1,4,3.77,132,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,25,"FALSE",1,200,120,0.1,"FALSE","FALSE",100000,0,0,0,0,0,0,,,,,,0,,,20,450,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{;;;Light Special;-12.6;-16.5;4;;;;;;;;;1;1}{;;;Light Special;12.6;-16.5;4;;;;;;;;;1;1}{;;;Light;-12.5;-1.5;-1;;;;;;;;;1;1}{;;;Light;12.5;-1.5;-1;;;;;;;;;1;1}{;1;16;Special;0;-.23;4;;;;;;;;;1;1}",,,,,"pPiI"
"Lancelot","Vessel","FIGHTER",208,208,2500,2500,2500,24,24,24,12000,10500,7500,6000,6000,6000,6000,280,320,1,4,14.25,950,515,515,515,515,390,390,390,390,2400,1500,1800,1800,,,,,80,0,,220,1200,250,"TRUE",1,200,120,0.1,"FALSE","FALSE",300000000,5,180,10,0,0,0,,,,,0,0,,,75,725,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{razor;1000;20;light medium autotracking;-0.6;-2.8;7;;;;;;;;;1;1}{razor;1000;20;light medium autotracking;0.6;-2.8;7;;;;;;;;;1;1}{ShieldBreaker;;;medium heavy;-2;-0.16;11;;;;;;;;;1;1}{ShieldBreaker;;;medium heavy;2;-0.16;11;;;;;;;;;1;1}{HeatSeeker;4;12;light-missile medium-missile;4.470487;-0.182350;-1.094219;;;;;;;;;1;1}{HeatSeeker;4;12;light-missile medium-missile;-4.512798;-0.183760;-1.121801;;;;;;;;;1;1}{HeatSeeker;4;12;light-missile medium-missile;3.470487;-0.182350;-1.094219;;;;;;;;;1;1}{HeatSeeker;4;12;light-missile medium-missile;-3.512798;-0.183760;-1.121801;;;;;;;;;1;1}",,,,,"pPiI"
"Lancelot.blank","Vessel","FIGHTER",108,108,2500,2500,2500,24,24,24,12000,10500,7500,6000,6000,6000,6000,280,320,1,4,14.25,700,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,25,"FALSE",1,200,120,0.1,"FALSE","FALSE",100000,0,0,0,0,0,0,,,,,0,0,,,40,725,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{;;;light medium;-0.6;-2.8;7;;;;;;;;;1;1}{;;;light medium;0.6;-2.8;7;;;;;;;;;1;1}{;;;medium heavy;-2;-0.16;11;;;;;;;;;1;1}{;;;medium heavy;2;-0.16;11;;;;;;;;;1;1}{;4;1;light-missile medium-missile;4.470487;-0.182350;-1.094219;;;;;;;;;1;1}{;4;1;light-missile medium-missile;-4.512798;-0.183760;-1.121801;;;;;;;;;1;1}{;4;1;light-missile medium-missile;3.470487;-0.182350;-1.094219;;;;;;;;;1;1}{;4;1;light-missile medium-missile;-3.512798;-0.183760;-1.121801;;;;;;;;;1;1}",,,,,"pPiI"
"Redeemer","Vessel","FIGHTER",11.2,11.2,1000,1000,1000,90,90,90,1500,1125,450,450,450,450,450,300,350,1,4,3.25,120,20,20,20,20,20,20,20,20,0,0,,,,,,,0,0,,,,25,"FALSE",1,200,120,0.1,"FALSE","FALSE",300000000,5,180,10,0,0,0,,,,,0,0,,,5,40,"{armor01;;}{dualshield02;;}{add_spec_capacitor01;;}{capacitor01;;}{reactor02;;}{skyscope2;;}","mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;jump_drive;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{MiniDriver;1000;5;Light Medium;-0.876000;-0.140000;-0.732000;;;;;;;;;1;1}{MassDriver;1000;5;Light Medium;0.886000;-0.140000;-0.732000;;;;;;;;;1;1}{Dumbfire;32;32;light-missile;-0.276000;-0.182000;0.00000e+0;;;;;;;;;1;1}{Dumbfire;32;32;light-missile;0.278000;-0.182000;0.00000e+0;;;;;;;;;1;1}",,,,,"pPiI"
