Identifier,Components,reliability of distance,Rt. Asc. Hours,Rt. Asc. Minutes,Rt. Asc. Seconds,Declination degrees,Declination seconds,total proper motion arcseconds per year,direction angle of proper motion,radial velocity (km/sec),remark,Spectral type / color class,selected sources,apparent magnitude,code,joint magnitude,b-v color,code,joint color,u-b color,code,joint color,r-i color,code,joint color,trigonometric parallax,std. Err. Of trig. Parallax,resulting parallax,std err of resulting parallax,code,absolute visual magnitude M(V),code (from 74),code (from 75),quality of absolute magnitude,U space velocity component in the galactic plane and directed to the galactic center,V space velocity component in the galactic plane and in the direction of galactic rotation,W space velocity component perpendicular to the plane and in the direction of the galactic north pole,HD number,Durchmusterung number,Giclas number,LHS number,Number according to code in 179,"Additional remarks (names, LTT, LFT, wolf, ross, etc)",Distance in Parsecs,ra in rads,dec in rads,Luminosity in (SOLs)
Gl  11,B,,0,10,26,69,3.2,0.772,113.9,,,,,13.4,*,,,,,,,,,,,496,38,496,38,,11.9,*,,b,,,,,,,,,,20.16955936,0.045524005,1.205208026,0.001513079,72,0
NN,A,,0,10,40,80,23.2,0.294,56,,,M1.5,K,11.12,,,1.5,,,1.21,,,0.92,,,,,61,13,r,10.05,,,d,,,,,,G242-048,,V354,LTT 17095 ,163.9354429,0.046542113,1.403012008,0.008315682,71.5,1
NN,B,,0,10,48,80,23.1,0.294,56,,,m,,17.4,P,,,,,,,,,,,,,61,13,r,16.3,P,,d,,,,,,G242-048,,V354,B LP 12-304,163.9354429,0.04712389,1.402982919,2.62891E-05,72,0
NN,,,0,11,42,-13,27.1,0.911,217.7,,,DC8,,15.9,,,0.58,,,-0.27,,,,,,508,78,508,78,,14.43,,,d,,,,,,G158-045,1044,W,LP 704-001,19.69350859,0.051050881,-0.219009732,0.000147167,72,0
GJ 1005,AB,,0,12,53,-16,24.3,0.863,133.6,-29,,M4,K,12.03,,,1.72,,J,1.26,,J,1.21,,J,1887,84,1887,84,,13.41,,,a,-7,-27,23,,,G158-050,1047,,Hei 299,5.330998207,0.056214146,-0.272184097,0.000376558,74,1
NN,,,0,13,6,-30,2.7,0.13,135,,,dM3.4,,14.31,,,1.57,,,0.82,,,1.33,,,,,56,11,r,13.05,,,d,,,,,,,,,GR 4,178.5723619,0.057159533,-0.522813377,0.000524613,73.4,1
Gl  12,,,0,13,12,13,16.4,0.695,62.7,,,dM3.5,K,12.58,,,1.66,,,1.33,,,1.12,,,863,68,863,68,,12.26,,,b,,,,,,G030-055,1050,,LP 462-42,11.60188136,0.057595865,0.231663369,0.001086062,73.5,1
NN,A,,0,13,26,-68,16.4,0.628,103.8,,,m,,10.95,,,,,,,,,0.82,,,,,50,6,r,9.44,,,c,,,,,,,1051,,LFT 24,200.0008333,0.058613974,-1.182053325,0.014585116,72,0
NN,B,,0,13,17,-68,16,0.628,103.8,,,m,,12.5,*,,,,,,,,1.04,,,,,50,6,r,11,*,,c,,,,,,,1049,,LFT 25,200.0008333,0.057959476,-1.18216968,0.003466405,72,0
NN,,,0,13,33,-48,32.1,0.238,198,,,M5,S,11.54,,,1.46,,,,,,1.01,t,,,,64,14,r,10.57,,,d,,,,,,,,,LTT 123 ,156.2510667,0.059123028,-0.828420529,0.005150954,75,1
GJ 1006,A,,0,13,36,19,35.6,1.037,137.5,,,M4,K,12.27,,,1.5,,,1,:,,1.25,,,655,16,655,16,,11.35,,,a,,,,,,G032-006,107,,LP 404-61 ,15.27809771,0.059341195,0.341968178,0.002511148,74,1
GJ 1006,B,,0,13,38,19,35.8,1.037,137.5,,,M4.5,K,13.22,,,1.6,,,1.2,:,,1.26,,,655,16,655,16,,12.3,,,a,,,,,,G032-007,108,,LP 404-62,15.27809771,0.059486639,0.342026356,0.001046776,74.5,1
Wo 9006,,,0,13,46,15,38.5,0.257,54,,,m,,14.8,P,,,,,,,,,,,433,102,433,102,,13,P,,e,,,,,,,,,LTT 10091,23.10190647,0.060068415,0.272998584,0.000549338,72,0
NN,,,0,13,56,-80,7.7,0.46,99,,,G6 V,,6.6,,,,,,,,,,,,,,52,12,r,5.2,,,e,,,,1237,CP-80     70,,,,LTT 127,192.308559,0.060795636,-1.394023562,0.724424497,56,0
NN,,,0,14,21,19,47.2,0.244,84,,,m,,13.77,,,,,,,,,1.2,,,,,45,8,r,12.04,,,d,,,,,,G131-047,,,LTT 10097 ,222.2229722,0.062613687,0.345342481,0.001330022,72,0
GJ 1007,,,0,14,22,4,51.3,0.635,185,,,m,,13.79,,,1.62,,,,,,1.3,,,566,45,566,45,,12.55,,,b,,,,,,G031-039,1052,,LTT 10099,17.67728138,0.062686409,0.084735735,0.000831474,72,0
Gl  13,,,0,14,24,-52,55.9,0.361,61,-14.3,SB,G2 V,,6.84,,,0.64,,,0.06,,,0.38,C,,674,119,674,119,,5.98,,,d,-29,4,5,1273,CP-53    420,,,,,14.84803454,0.062831853,-0.89131056,0.353165127,52,0
Gl  14,,,0,14,26,40,40.2,0.562,79.7,3,VAR,dM0.5,W,9,,,1.36,,,1.18,,,0.61,,,710,46,710,46,,8.26,,,b,-35,-13,0,,BD+40    450,G171-044,1053,V084,,14.09634734,0.062977297,0.709825407,0.043244716,70.5,1
NN,,p,0,14,41,28,54,0.791,57.5,,,M2,K,11.55,,,,,,,,,0.9,,,315,241,51,8,r,10.09,,,d,,,,,,G130-061,1054,,LFT 29,196.0792814,0.064068128,0.504400154,0.008014882,72,1
NN,,,0,14,54,-9,1,0.388,107,,,M0,L,12.49,,,1.57,,,1.25,,,,,,466,60,466,60,,10.83,,,c,,,,,,G158-051,,,LTT 137,21.4669961,0.065013515,-0.156788744,0.004053989,70,1
NN,,p,0,15,7,-8,57.7,0.27,86,,,dM0,M,11,,,1.42,,,1.2,,,0.73,,,366,50,366,50,,8.82,,,c,,,,,BD- 9    40,G158-052,,V355,LTT 141,27.32850533,0.065958901,-0.122842091,0.025817967,70,1
NN,,,0,15,22,-18,11.4,0.223,71,,,m,,13.2,,,1.58,,,,,,1.08,,,,,39,8,r,11.16,,,d,,,,,,G266-083,,,LTT 146,256.4109064,0.067049732,-0.31084314,0.002991411,72,0
Wo 9008,,q,0,15,25,-13,44,0.404,89.4,28.2,,G2 V,,6.5,,,0.59,,,0.13,,,,,,320,93,42,7,r,4.62,,,d,-40,-14,-33,1388,BD-14    42,,,,LTT 145,238.0959381,0.067267898,-0.214093722,1.235960286,52,0
Gl  15,A,,0,15,31,43,44.4,2.912,81.8,12,SB,M2 V,,8.08,,,1.56,,,1.22,,,0.88,,,2895,49,2895,49,,10.39,,,a,-48,-11,-4,1326,BD+43    441,G171-047,3,V085,GX Andromeda,3.502957421,0.067704231,0.763407015,0.006079827,72,0
Gl  15,B,,0,15,31,43,44.4,2.912,81.8,11.3,,M6 Ve,,11.06,,,1.79,,,1.39,,,1.24,,,2895,49,2895,49,,13.37,,,a,-47,-12,-3,,BD+43    443,G171-048,4,,GQ Andromeda,3.502957421,0.067704231,0.763407015,0.00039069,76,0
Gl  16,,p,0,15,42,9,55.5,0.02,180,,,dM0,M,10.9,,,1.5,,,1.2,,,0.89,,,359,60,359,60,,8.68,,,d,,,,,,,,V356,,27.86113744,0.068504173,0.173223928,0.02937141,70,1
Gl  16.1,,,0,16,7,-8,19.7,0.443,108.6,-10.4,,G5 IV-V,,6.46,,,0.68,,,0.29,,,0.22,,,514,205,514,205,,5,,,f,-26,-33,1,1461,BD-08    380,,,,,19.46382223,0.070322224,-0.133895842,0.870957683,55,2
NN,,,0,16,16,27,32.3,0.402,105,,,m,,13.86,,,,,,,,,1.25,,,,,52,9,r,12.44,,,d,,,,,,G130-063,,,LTT 10112,192.308559,0.070976723,0.480634587,0.000920134,72,0
GJ 1008,,,0,16,33,-10,14.3,0.276,200,,,K7 V,,9.94,,,1.33,,,1.16,,,0.59,,,,,46,8,r,8.25,,,d,,,,,BD-10    47,G158-059,,U  3,,217.392071,0.072212998,-0.170373224,0.043644874,67,0
Gl  17,,,0,17,29,-65,10.1,2.072,55.7,9,,F9 V,,4.22,,,0.58,,,0.02,,,0.22,,,1390,101,1390,101,,4.94,,,b,-60,-4,-38,1581,CP-65    130,,5,,Zeta Tucanae,7.217463598,0.076285433,-1.131526043,0.920445826,49,0
GJ 2003,,,0,17,36,-17,20.3,0.18,65,,,M1,s,11.69,,,1.55,,,1.18,,,0.84,,,,,41,7,r,9.75,,,d,,,,,,,,,BPM 70147,243.9031224,0.076794487,-0.290800942,0.010962353,71,1
NN,,,0,17,48,32,49.3,1.362,129.2,-30,,M6,g,16.05,,,1.98,,,,,,,,,799,37,799,37,,15.56,,,b,-26,-73,-37,,,,112,,LP 292-67,12.52897115,0.077667152,0.572846149,5.19744E-05,76,1
Gl  17.1,,,0,18,52,-46,0.7,0.791,174.2,2.5,,M1,K,10.4,,,1.48,,,1.21,,,0.76,,,497,67,497,67,,8.88,,,c,27,-68,20,,CP-46    290,,1061,,,20.12901007,0.082321363,-0.802647834,0.024429854,71,1
NN,,,0,19,15,-46,21.4,0.483,216.8,,,M3:,K,12.29,,,1.46,,,,,,1.11,t,,,,59,14,r,11.1,,,e,,,,,,,5004,a,LTT 183,169.4925088,0.08399397,-0.796626448,0.003161384,73,1
NN,,,0,19,16,48,56,0.22,98,,,m,,12.84,,,,,,,,,1.08,,,,,45,9,r,11.11,,,d,,,,,,,,,LP 149-56,222.2229722,0.084066692,0.854047781,0.003132399,72,0
GJ 1009,,,0,19,27,-31,41,0.13,163,,,dM2,,11.16,,,1.48,,,1.08,,,0.96,,,,,69,13,r,10.35,,,d,,,,,,,,,BPM 46239,144.9286862,0.084866635,-0.529125652,0.006308005,72,1
NN,,,0,19,37,42,20.3,0.321,213,,,DC9,,16.5,,,0.72,,,-0.16,,,,,,,,42,4,w,14.62,,,c,,,,,,G171-052,,W459,,238.0959381,0.085593855,0.738943316,0.00012354,72,0
Gl  17.2,,s,0,19,52,-27,18.3,0.476,149.3,0.4,,K3 V,,8.3,,,0.9,,,0.62,,,0.32,,,476,114,39,6,r,6.26,,,d,-1,-58,-4,1815,CD-27   1010,G266-100,,,LTT 190,256.4109064,0.086684686,-0.465915644,0.272880382,63,0
Gl  17.3,,,0,20,18,-12,29.2,0.396,80.6,-2.6,,G2 V,,6.38,,,0.66,,,0.22,,,0.23,,,486,100,53,8,r,5,,,d,-33,-13,0,1835,BD-13    601,,,,BS 88,188.6801286,0.08857546,-0.200945575,0.870957683,52,0
GJ 1010,A,,0,20,41,76,54.7,0.8,273,,,k-m,,11.3,,,1.49,,,1.17,,,0.89,,,637,53,637,53,,10.32,,,b,,,,,,G242-051,1065,,LP 12-361,15.70920882,0.090248067,1.342361817,0.00648474,72,0
GJ 1010,B,,0,20,43,76,54.8,0.8,273,,,m,,14,:,,,,,,,,1.21,,,637,53,637,53,,13,:,,b,,,,,,G242-052,1066,,LP 12-362,15.70920882,0.090393511,1.342390905,0.000549338,72,0
GJ 2004,,,0,20,46,-33,26.8,0.147,332.5,,,K3/4 V,,8.75,,,1.07,,,0.9,,,0.39,,,,,43,5,r,6.92,,,c,,,,1910,CD-33   1180,,,,LTT 198,232.5588562,0.090611677,-0.568162849,0.148579658,63,1
NN,,p,0,20,50,-51,10.3,0.555,91.5,,,M4,S,11.88,,,1.48,,,,,,1,,,151,170,55,11,r,10.58,,,d,,,,,CD-51    890,,1064,,LTT 197,181.8190985,0.090902565,-0.88712177,0.005103728,74,1
GJ 1011,,,0,20,52,24,1.5,0.259,298,,,k-m,,14.27,,,1.59,,,1.22,,,1.28,,,611,41,611,41,,13.2,,,b,,,,,,G130-066,,,,16.37679988,0.091048009,0.419315353,0.000456916,72,0
Gl  18,,,0,21,53,-27,18.3,0.679,82.4,3.7,,K3 V,,7.92,,,0.95,,,0.66,:,,0.36,,,812,292,52,8,r,6.5,,,d,-57,-23,-10,2025,CD-27   1080,G266-107,1067,,,192.308559,0.095484054,-0.465915644,0.218759843,63,0
NN,,,0,21,55,29,45.8,0.605,90.2,,,m,,14.54,,,1.67,,,,,,1.4,,,530,51,530,51,,13.16,,,c,,,,,,G130-068,1068,,,18.87676076,0.095629499,0.519468163,0.000474064,72,0
GJ 2005,,,0,22,12,-27,26,0.614,354.9,-220,,M5.5,,15.42,,,,,,,,,1.78,,,1328,91,1328,91,,16.04,,,b,-29,8,219,,,,1070,,,7.55229944,0.096865773,-0.463675805,3.34026E-05,75.5,1
NN,,,0,22,45,22,37,0.52,204.7,,,m,,14.3,*,,,,,,,,1.3,,,,,53,9,r,12.9,*,,d,,,,,,G131-066,1073,,LTT 10142,188.6801286,0.099265601,0.394735299,0.00060234,72,0
Gl  19,,,0,23,9,-77,32.1,2.25,81.6,22.9,,G2 IV,,2.8,,,0.62,,,0.1,,,0.23,,,1554,93,1554,93,,3.76,,,b,-51,-42,-29,2151,CP-77    160,,6,,Beta Hydrus,6.460979592,0.10101093,-1.334566013,2.729112271,52,2
Gl  20,,,0,23,45,-43,57.4,0.112,70.2,11.3,,A7 Vn,,3.94,,,0.17,,,0.1,,,,,,712,119,712,119,,3.2,,,d,-5,-4,-12,2262,CD-44   1010,,,,Kappa Pheonix,14.05681751,0.103628924,-0.733794595,4.571222891,37,0
Gl  21,,,0,24,0,69,52.1,0.23,219,,,dM0,M,10.52,,,1.49,,,1.22,,,0.82,,,544,61,544,61,,9.2,,,c,,,,,,,,V357,,18.39142274,0.104719755,1.21943246,0.01819343,70,1
NN,,,0,24,22,49,25.5,0.477,123.6,,,m,,14.25,,,,,,,,,1.28,,,471,31,471,31,,12.62,,,b,,,,,,G217-051,6,,,21.23927454,0.10631964,0.862628983,0.000779556,72,0
GJ 1012,,,0,26,8,-6,55.8,0.87,202.3,51,,M4,K,12.19,,,1.48,,,1.05,,,1.19,,,748,56,748,56,,11.56,,,b,38,-12,-64,,,G031-053,1084,,,13.38145877,0.114028178,-0.088488193,0.002069513,74,1
NN,,,0,26,9,50,5.9,0.44,74,,,m,,13.15,,,,,,,,,1.26,,,,,76,13,r,12.55,,,d,,,,,,G172-001,,,,131.580214,0.1141009,0.874380866,0.000831474,72,0
GJ 1013,,,0,29,2,-6,7.9,1.098,163.1,,,m,,12.75,,,1.64,,,1.2,,,1.16,,,616,48,616,48,,11.7,,,b,,,,,,G158-095,113,,,16.24403745,0.126681815,-0.102421738,0.001819137,72,0
Gl  22,AC,,0,29,20,66,57.8,1.748,97.8,-4,,dM2.5e,W,10.38,,,1.54,,J,1.16,,J,0.99,,J,1006,22,1006,22,,10.39,,,a,-68,-44,-18,,BD+66    342,G243-030,114,,V547 Cassiopeia ,9.957144337,0.127990812,1.168730645,0.006079827,72.5,1
Gl  22,B,,0,29,20,66,57.8,1.748,97.8,,,dM3.5,K,12.4,*,,,,,,,,,,,1006,22,1006,22,,12.4,*,,a,,,,,BD+66    343,,115,,,9.957144337,0.127990812,1.168730645,0.000954667,73.5,1
NN,,,0,29,34,-3,10.7,0.653,76.7,,,g-k,,17.34,,,,,,,,,,,,431,10,431,10,,15.51,,,a,,,,,,,1093,,LP 645-46,23.20904104,0.129008921,-0.049247374,5.4424E-05,72,0
NN,,p,0,29,56,-63,21.9,0.518,101.7,,,K7,S,9.61,,,1.35,,,,,,0.63,,,343,49,343,49,,7.29,,,d,,,,,CP-63    510,,1094,,LTT 288,29.1602364,0.130608806,-1.093186977,0.105670093,67,1
NN,,,0,30,0,7,13,0.186,111,,,m,,12.7,,,,,,,,,1.24,,,,,86,16,r,12.37,,,d,,,,,,,,,LP 525-39,116.2805031,0.130899694,0.125954594,0.000981414,72,0
Wo 9015,A,,0,30,28,-63,18.4,0.092,111.7,5,,A0 V,,5.75,,,0.04,,J,0.02,,J,,,,478,80,478,80,,4.15,,,d,-4,-9,-3,3003,CP-63    520,,,,BS 136,20.92847088,0.132935911,-1.094205086,1.905521023,30,0
Wo 9015,B,,0,30,28,-63,18.4,0.092,111.7,,,A,,6,*,,,,,,,,,,,478,80,478,80,,4.4,*,,d,,,,,,,,,,20.92847088,0.132935911,-1.094205086,1.513592042,72,0
NN,,,0,31,30,70,55.5,0.596,120,,,k-m,,13.52,,,1.65,,,,,,1.17,,,505,31,505,31,,12.04,,,b,,,,,,G242-060,1101,,LP 28-158,19.81039937,0.137444679,1.237874772,0.001330022,72,0
Wo 9016,,s,0,31,43,47,38.4,0.41,80.2,-10.5,,F8,H,7.37,,,0.54,,,0.02,,,,,,436,136,20,3,s,3.88,,,d,-80,-55,12,3079,BD+47   138,G171-064,,,LTT 10192,500.0003333,0.138390065,0.831474856,2.443537712,48,1
Gl  22.2,,,0,32,5,-52,39,0.233,80.5,34.8,,F3 IV-V,,5.57,,,0.46,,,-0.02,,,0.26,C,,490,153,490,153,,4,,,e,-11,-20,-34,3158,CP-53   1170,,,,,20.41633222,0.13998995,-0.896226571,2.187845701,43,2
Gl  23,A,,0,32,40,-3,52.1,0.411,92.9,11.2,SB,F6 V,,5.65,,,0.57,,J,0.07,,J,0.32,C,J,614,38,614,38,,4.59,,,b,-28,-13,-13,3196,BD-04    621,,,,BS 142,16.29688279,0.142535222,-0.037204602,1.270589041,46,0
Gl  23,B,,0,32,40,-3,52.1,0.411,92.9,8.8,SB,G1 V,,6.4,*,,,,,,,,,,,614,38,614,38,,5.3,*,,b,-28,-14,-11,,BD-04    624,,,,,16.29688279,0.142535222,-0.037204602,0.660680006,51,0
GJ 1014,,,0,33,16,10,12.4,1.186,110.5,,,,,15.32,,,1.89,,,,,,1.5,,,640,52,640,52,,14.35,,,b,,,,,,G032-035,117,,,15.63567177,0.145153216,0.178139939,0.000158421,72,0
NN,,,0,33,18,-48,16.5,0.111,150.2,7.6,,F6 V,,5.51,,,0.44,,,-0.01,,,,,,,,40,5,r,3.52,,,c,2,-15,-3,3302,CD-48   1210,,,,,250.0006667,0.14529866,-0.832958386,3.404286595,46,0
